delta,trans_satoshis
94,54.6641065857
67,39.3619959626
81,54.3380027519
54,51.4724745955
56,60.2602978988
97,38.1119563231
93,57.3822884148
76,69.0399848922
73,50.5146332589
50,10.6099657172
96,46.8049571739
93,60.3002598693
83,51.8964975214
94,44.1190287507
60,49.0571404013
57,19.9646523026
81,45.3445739833
96,18.4627874219
72,46.4150682976
61,30.1668965064
81,28.7753191382
77,56.5116263009
71,64.8943465717
86,38.0394804471
55,24.7553864342
60,59.5260443435
90,29.5368757212
71,20.579055091
61,24.9238511964
89,13.4902327642
84,59.8094560239
66,58.8366808069
65,18.8841450588
82,18.5819315513
59,41.6519770568
99,57.0428910473
87,69.6940163032
86,36.5159037614
84,150
80,15.7347508802
73,58.9877885281
53,63.0066084603
85,50.5813820115
82,56.2603120002
51,40.4706953293
60,20.5794920376
99,14.8319676026
72,26.003602655
59,47.6098363367
53,48.9529095568
53,27.4654023636
56,46.1435785066
81,50.6479368334
57,65.4670250072
74,54.0853952703
75,34.8631253774
65,57.1029148015
84,45.5179799601
64,31.1428829541
52,19.7380245783
96,13.007961488
80,31.2911952725
72,51.153579465
74,17.6885868523
72,42.8685635527
85,65.2393844199
55,67.3964279888
86,52.3599773581
53,63.0521226989
68,27.0274519622
93,16.6943042147
72,63.1771490766
98,19.0725352172
66,67.5922873724
62,28.5909371696
62,51.0323520416
54,23.2762822975
73,30.2670035891
50,64.2325250213
88,58.1284602057
86,10.032491897
60,49.004567311
75,35.5767262552
50,20.1715180552
78,49.5677733845
96,15.0175305645
72,18.7014822787
80,12.8080336357
61,16.8965450474
83,66.6723642272
53,48.2620692851
78,26.6532699634
94,12.9275778191
89,12.116883675
61,39.7697780519
85,30.6115816734
77,51.2081425972
55,45.0951034963
54,29.1147069361
60,66.1880734743
58,44.0569689504
91,42.0680476552
70,42.2388369739
55,44.9348301302
64,51.3234749773
75,58.5339996036
96,40.8019054539
72,18.6694643062
83,12.3658372739
98,27.9794768341
55,64.8921155958
94,47.4018658857
84,44.7146409569
57,65.9390748214
96,39.230915423
57,21.7089149106
50,38.5805436562
74,29.1990429278
52,27.3704956137
54,25.2488429357
93,53.6335147638
61,51.4083673354
99,35.1240885633
51,14.1909996435
72,63.627572945
83,26.7754565616
77,36.7544767387
67,36.0727661314
54,43.2653529112
61,30.0495333374
57,27.0497025654
70,33.4568433185
96,38.2038858433
55,52.4129384833
78,15.7555147475
95,23.6474650212
78,20.858338585
66,56.0546972898
95,36.4228281546
79,45.5017925752
59,30.5958656003
70,32.9735492544
92,36.5244265876
71,62.3295852844
64,23.4246947002
98,33.9745868124
96,48.9165081699
72,21.6592537046
96,38.7914187611
71,41.3953443809
98,55.5526010004
99,16.0748561636
84,23.0352894413
51,12.0296261349
98,59.1320511999
75,52.8868222847
98,34.4000709878
70,51.4593097634
63,31.4754785467
67,42.430013017
95,64.2618281873
68,28.6969188384
58,22.5561886649
63,10.17989958
93,25.1988791651
71,38.9885588491
55,23.2987729716
99,39.1973728702
90,21.6189623301
59,37.2063747966
55,39.2132717156
74,37.5084531128
86,35.3669377939
77,18.8416933356
83,50.4726487897
56,49.2467148299
82,51.3976210073
90,16.9280973709
98,61.2443898838
99,63.8493005112
76,10.7020050209
68,58.1194734615
62,30.0838815829
93,28.2788633801
57,39.7882988852
65,41.4889634284
83,42.7437646008
51,51.7191388631
63,32.2686911826
67,10.7955263012
99,28.3728180229
69,54.5036751996
70,59.8133913866
55,11.0778401878
78,48.0734509475
94,29.0484403338
85,53.8240336804
65,55.2932338107
85,27.2678473041
62,47.6646641049
88,50.3570444847
83,55.6790253134
51,43.072127685
92,52.4987710283
62,51.4499624206
66,49.9906803411
80,46.6796191139
70,30.4381320542
74,46.2833244779
54,33.981283088
91,19.8230990088
86,60.7054664914
57,42.7262870644
95,58.3975663512
81,25.7477503918
60,29.9457717542
68,12.8195885723
83,10.7819754028
62,42.9274867869
99,34.271459755
58,28.4449422503
76,30.0210227586
56,56.8400418954
73,10.7618277617
92,20.6223542289
69,28.3878709957
74,61.602116629
65,56.2601144883
66,26.6056782276
54,30.1613880023
55,32.821557644
88,61.8213797913
69,58.1146034434
90,38.3688011689
71,59.0232803309
83,64.6866035357
71,56.667881198
93,23.9061383735
58,14.8349954103
90,64.6254964551
83,39.9105716422
59,13.7640593684
55,41.3348953306
59,29.2970362295
59,39.7341859766
91,55.2581556243
83,44.407825369
51,14.645556692
78,40.0425662603
93,25.9082256215
63,27.2028832545
81,22.3723566915
74,55.1861503652
96,16.5916898538
91,60.1681201183
65,10.5589016254
92,22.6171822639
96,25.3581135904
58,52.8558613656
67,13.1197904363
90,35.0431332664
97,45.1586221541
81,32.5595289389
98,35.3635340125
67,41.7770827388
95,51.6762264018
58,30.2913226628
83,10.962734936
6,6.4662693478648245
13,42.1917881249
8,5.916236355693137
5,56.938707241
11,5.491753449307642
5,44.7480735072
6,9.94514483436889
13,31.2935533049
8,5.666897581035068
14,14.4446367422
13,5.858006314093039
8,40.9682952563
5,9.675218908994276
6,39.8811564017
6,8.211884311611136
6,13.5817822131
10,7.442231426924942
5,29.7828379077
10,8.479901894884483
8,48.3050940975
8,9.705608332831119
8,49.963911493
10,6.329406535564635
5,49.8466644683
12,7.861030003315026
11,63.6397730423
11,5.240963737633
14,47.9184076702
6,8.782709038887496
9,34.6120881251
14,8.388679948049933
12,23.8418242634
12,5.312054568344105
12,57.9965761379
10,7.5854167683278035
10,19.2001359449
12,5.900473637309751
12,58.2443519753
12,8.577916940326253
13,59.9420415278
13,9.676699013907657
8,28.6581367071
8,8.36746824079021
12,43.3147498731
10,9.020175278527681
9,61.1886284332
12,9.180310149578988
8,48.5330429599
5,8.045587394381217
5,43.4995788069
5,8.355430870504097
7,64.1288820895
8,7.004893513209039
10,42.5659153136
7,6.703500163548478
6,18.4614531228
13,5.378346029171074
11,46.6011986639
13,5.739034936844365
8,38.1890345535
10,5.655512068224326
7,27.5278162442
11,7.019733105145843
10,61.6481355097
11,7.687128936581194
13,25.1196266029
11,6.3821483000562615
7,60.6198193
13,6.052500994331691
11,46.450151485
12,9.106964958050874
6,52.5219306971
6,5.625834120138752
14,23.9466925297
11,7.908408696132518
11,45.3587398161
7,5.638734472338717
7,45.8212125697
5,9.145030219416459
8,56.4517697631
7,5.0577423987784185
5,11.8279584371
13,6.252043069527861
6,56.4089542904
11,5.82663832082765
5,44.299196067
12,9.687755903815635
13,24.3295927923
9,8.555971632289465
13,58.567395802
5,6.218606913430371
7,43.902370585
14,6.309375939230755
12,19.2209378795
5,6.304495605532139
7,11.474476011
11,8.378070748684209
13,10.0012198576
6,5.666084782557025
10,32.5707478008
59,39.0479998958
52,36.4893397272
64,41.3325245342
54,53.2742199963
74,24.1262663981
83,28.1466596281
80,24.0530529741
69,41.6281319668
62,25.5244775774
51,50.4327618734
76,14.7930962385
92,52.3971377236
72,35.6157703983
91,33.5343683605
97,22.7619841514
74,47.7355429125
85,20.3477372926
58,56.3440590279
71,25.9686852728
64,55.6754348596
98,21.3127346208
86,12.2341726896
85,41.1519045361
59,12.0640984578
66,44.5641732083
66,10.4709481486
87,40.0190598674
91,46.2861830264
97,24.3586839897
95,24.7804425048
55,26.5659955263
91,28.7486656284
96,28.7774851368
72,51.3751161508
75,57.7565185728
87,26.6553415878
52,15.8225189181
92,51.2427530846
62,16.7848915358
56,31.9523253551
71,57.1386712976
70,35.1788280916
73,22.6367618693
96,17.2790058717
61,57.0170736944
92,36.9910213237
67,15.2554226346
62,22.971920927
54,15.3009120234
92,16.4545478919
87,56.8871530423
59,29.9968283727
53,44.0236218156
99,56.9060688525
77,13.2384909396
89,37.6630082131
84,53.0272301278
79,51.8305128198
69,29.6807687161
98,35.2218785277
92,30.365316059
86,42.386093332
55,35.4121985114
89,46.4156569794
73,11.4963587145
73,43.7340243042
95,22.7823204075
74,58.1962348545
92,42.1127889337
66,26.9191217953
76,17.0302869331
82,55.4953908362
84,30.2716868031
62,12.5229137991
52,58.6727023623
55,38.5263753526
79,58.8233459606
56,51.5260347756
62,30.7797811132
97,34.6094099047
69,54.5095618944
51,57.028603888
69,27.690038164
75,37.3482286077
61,59.5386172202
80,53.7056897391
63,30.5247588892
68,44.4659595648
92,59.1517850704
63,47.1803047816
96,43.3008574647
97,28.8769802247
54,28.3005206273
76,33.0360990156
72,14.1636489279
79,17.353472768
87,13.6943507743
84,23.0363649519
61,20.4484349292
67,33.755922519
77,34.7418063333
54,27.87736873
56,16.093181485
81,22.0928244109
99,44.1101041876
85,25.7514032583
64,50.1015513906
94,54.9019207522
67,33.3846102218
64,50.7037651007
93,40.7432819634
88,15.1385367973
82,11.8230470964
90,28.9699650833
81,28.4249853185
91,25.4747757858
66,40.0689705316
97,35.5043934315
62,51.8874943368
52,39.0443536185
97,57.6035795345
87,27.4253943052
56,48.0884287962
86,48.3253789054
99,38.872301306
91,56.8616255568
87,42.1217394798
99,14.9932156604
81,51.5493230157
70,24.2138352445
60,21.7258475882
50,36.9531579969
98,15.7901492863
94,52.0182210496
53,40.9765942777
76,43.4981986083
73,24.4784309577
86,36.6452827944
71,16.1229048455
53,42.5943618773
94,21.4501466927
62,33.0476916834
53,51.1012591995
67,29.8347731262
87,24.8862730399
89,33.2633015687
65,14.8824891678
72,31.0380476433
81,49.224173274
68,12.0313704986
62,110
94,36.4480987403
80,48.3844652104
67,29.6712138599
50,37.1354211834
98,12.8370161043
69,31.4231908771
86,21.5401950059
78,34.9000996741
69,30.2740550058
66,56.5478999615
57,22.5154655549
78,56.2290706662
94,44.2868454883
75,44.2893073808
91,26.6401810339
73,46.7446928856
90,55.4471895479
66,44.1114678401
51,59.936458305
64,41.1999327166
89,12.0535282787
99,56.1424660963
76,11.1019327631
81,41.9330600007
63,42.7520617413
88,53.5903803122
82,52.6907409366
57,39.6669013639
95,15.9388319083
66,16.7754096945
73,55.3408047377
73,20.8596356962
54,50.4487743422
61,50.8956249304
92,46.1248871685
81,46.0347109845
50,17.2195226188
85,51.9052985357
91,22.0353921461
95,52.7882748612
84,59.4925705453
64,11.4865384773
61,11.1547120197
65,45.4917905655
69,56.7638261018
92,52.5841097193
98,49.2049618528
89,59.1530210027
99,31.5532498626
58,19.1236772512
64,37.7521342913
96,59.0118493792
69,10.5327123943
60,27.0385307384
53,20.0592831787
50,38.7334821941
77,59.7434914112
92,40.2546811431
90,55.3730691032
96,30.8906805967
77,36.1045152993
95,35.1460770343
62,37.0893728363
85,35.2119219246
58,46.9285005399
98,59.5047583172
75,28.5733490662
81,22.7464955997
73,42.9243821216
59,27.0496689701
90,22.7343637078
82,18.3738407026
68,25.5509416398
64,51.0383891207
76,42.5755988073
78,25.4741549599
86,16.6143490969
51,50.58414177
69,25.6654319222
52,16.2610488713
64,17.8742776996
62,30.6675495657
74,29.4127027941
84,54.0062796131
57,12.9363201796
75,35.0373868007
73,21.3893080086
75,23.6358635314
87,51.899668738
75,33.0078826924
54,23.4804189387
96,23.4558573542
63,10.8389502516
86,14.1553332607
67,28.3468714492
84,31.7129806184
51,52.5276843808
59,30.7302562766
69,46.0878786746
