delta,trans_satoshis
4,45.706887767
10,63.3919850763
9,50.49905287737502
6,46.8946060013
5,53.1283410741
6,43.87367115648108
5,40.2543100182
6,39.68917971738258
11,47.0997435751
5,44.7237936095
11,56.7090548529
5,42.5321960807
4,67.63698566269642
3,44.1435586781
11,52.7818132472
11,35.21087442521012
11,55.8602465382
11,36.01461947
11,36.6415843238
4,59.63716721830556
6,55.8020323297
8,61.2950199538
3,43.140559679051705
4,60.5014846585
5,51.4698334744
9,48.6142872261
3,41.887910251301996
12,54.201013665
4,40.9751969011
5,56.9061218177
9,49.606210680150014
12,42.9951156614
9,36.8356436085
4,51.4306353223
5,73.7027496336252
8,54.9597877467
7,40.0365147594
11,60.2435490829
9,60.87581758114489
4,40.081922799
9,72.74850176357735
12,36.49609643
5,27.34223969762296
4,59.9834658376
8,32.45687423439206
11,61.2411732005
5,64.3131920855
5,41.6415331405
9,25.75990573546757
12,64.9323458664
8,59.8750075242
9,55.3616541914
5,38.9433419302
9,67.2562371530357
6,60.0571668648
12,66.54637791440892
3,42.3688501418
9,33.766717331267465
9,63.8149154086
10,55.0725615428
11,50.863419994
12,44.8685267129
11,53.089365518136745
6,40.3719907511
6,61.305656762416916
9,51.3822611903
6,59.3424009069
8,56.77757711679712
3,53.4561939404
9,51.09391398863556
5,43.416607657
12,32.66164560097579
9,50.3507217481
10,46.5795355253
6,60.7425204513
9,38.6568695055
4,56.04431495603779
4,53.5061480586
8,34.24858251671674
9,40.3195128753
4,40.4362145202
3,46.5698792226
10,57.7816877995
8,64.0563022609
6,47.2504140945
5,48.55686766500605
7,56.7282156031
7,46.0061481711
4,41.7245248467
6,44.5942126041
9,51.474852812
5,56.6385955194
9,61.5624646507
5,35.1489926068
9,30.887788788456078
8,45.4182085331
11,62.849433898868654
3,59.4738879751
7,46.2795319723
8,33.653561601895845
11,61.549053807
6,48.2290700315
10,66.50179957321622
9,59.982226798
10,46.2891576357
7,46.8135946156
3,52.3205222758
10,38.0830993515
3,46.4517748867
9,31.627959744631085
9,64.8745843594
7,48.7080065363
11,27.612664898992957
3,63.2219319836
6,39.1334698633
3,40.3928206933
11,39.1727264118
10,42.8235639164
10,58.6243397535
10,38.6175438055
8,59.3777176143
5,37.93538366672987
8,46.9276452662
7,61.690929529867866
10,38.1849167656
12,62.0339605211
10,35.1996956421
10,26.752533135040718
11,41.8425762654
11,59.3322017309
4,60.2619593943
4,37.1224022961
12,63.9659650088
3,39.5979380938
7,38.858603298024356
12,45.9683408889
3,45.425562128238646
10,39.2192353283
7,63.7757250728
3,72.01561491278926
7,54.3717530399
12,49.040942502751975
12,47.6322615559
9,58.2997720866
3,47.3956318599
12,39.86545149964532
8,44.9477641516
12,42.95504020298271
12,47.9066256111
6,44.98057375319871
3,64.385377155
4,45.9280776676
7,68.4666925004615
6,62.7289511996
6,38.0201620876
10,74.2141276834376
6,57.790364626
6,59.1016227757
9,51.7015384165
6,48.413422145
5,34.98616127575908
9,37.5225343528
12,35.2350527488
4,60.24692593
7,60.5500520773
5,49.8374130447
9,46.93444644420189
4,59.5888548349
3,41.3280438475
11,70.30952997846252
5,61.9421311214
9,37.0791226775
11,48.5287620291
6,48.93459812991389
3,62.4412898983
4,37.0454169962
10,68.10622965725634
6,49.9587840953
6,73.14441931847009
9,61.306399908
3,71.31099443268002
7,46.4726410804
3,41.2463092373
8,62.835635425620765
6,43.6234981865
3,50.679156464812834
9,39.538567971
4,52.5950478907
11,43.96513542091087
6,46.1950447947
5,50.4429008576
9,45.21656433254831
8,45.5449050649
9,63.94476804798692
12,40.6831414872
3,38.68827416987303
12,63.2847183558
7,34.32581157505116
11,53.0562494884
4,47.094394625
12,47.54257595833501
3,35.0575931724
5,57.82251058449141
5,58.2634225837
8,54.8682365899
5,25.775128433574512
3,59.2914013773
4,44.2054755954
5,48.1384151223
9,61.0662468427
3,56.4441545791
9,59.87554174148331
10,45.6559076164
5,39.7630684877
8,53.11399686830309
12,36.2210373906
12,64.8468154435
5,42.4127734016
11,66.32082993120716
10,55.7010458838
10,29.313122548746296
7,55.8517882592
4,54.468710585884835
11,61.430896828
6,52.08327832104988
3,39.3042437775
10,55.6090205828
5,57.7498574607
9,55.1528139421
5,51.11272357342686
5,42.8618087198
4,44.02565741844671
11,62.7040597526
12,37.0190123332
11,64.05805449885425
7,39.9696889798
8,58.7345083987
7,69.42867997328068
10,45.0641630235
4,69.45576468053827
8,51.9958252944
7,55.2905904771
10,49.4627412468
5,51.6850149566
8,40.977954100625865
12,43.6770615693
5,55.2281287434
7,53.6746723868
10,45.9395469004
10,45.3274541749
6,48.50091787
10,32.78960506573952
8,36.6533364433
3,57.4994189842
8,64.3903815469
8,35.5043300452
8,62.6096243678
9,57.5930574829
4,29.0281917956349
4,49.8369992849
11,35.3663960842
6,55.2862753331
3,48.8588521484
10,52.9484326198
9,51.809897730293685
4,47.0223172979
11,49.97698985648858
9,44.5129021136
3,54.1175357867
4,59.6200110259
3,45.2298843041
10,43.147750862386744
3,43.4567181852
6,56.6552578859
9,40.5719072533
12,58.80490766398803
3,63.8599037093
12,61.66399826108765
8,39.7245109669
6,37.30605201588355
10,52.3417850803
4,25.348465648769285
10,55.1160695151
7,60.155544274
11,27.867411197621056
6,36.1764263731
11,46.61867811970332
10,52.8314353781
10,39.68819511357701
11,63.5605098416
9,38.616936201457314
9,43.0916547024
8,50.21915716145243
8,61.9795239949
10,52.54188246813332
4,52.5261599426
9,40.2746160222196
11,38.5506173983
4,64.1716478742
10,64.1930928074
11,59.7741047309
9,44.4274763165
8,35.05071633528806
12,46.5179447911
11,40.6165220224
4,51.83223735695063
10,50.8495497965
9,43.7942298092
8,64.35780352781356
10,37.0127030121
7,42.8932636595
4,56.4073999473
11,42.758939038825865
8,46.2465231854
5,43.393452688644985
9,36.2655419094
10,36.96051494192824
7,37.922223063
12,46.7462329905
10,46.199819916667536
6,54.8832629478
5,36.9423989888
4,44.5310445536
3,35.7941141358492
4,48.0921275072
5,38.8745962032
10,45.3575366225
6,43.8560341795
11,58.82010087849997
8,36.8069897784
11,38.22368964597334
11,51.9378111486
12,62.496405999624514
7,52.3267246953
9,41.1818481810686
4,50.8483277579
8,53.34239230711176
12,59.4613685059
6,48.1315358006
3,35.0148591201
6,59.96148152615759
11,61.8495888351
10,45.658538617
3,43.6935627475
9,49.3039917935
3,46.4787150771
5,44.105612579338725
3,56.7514510854
10,55.0433622925
8,33.69534660484868
12,52.271105604
9,42.83305445754618
9,46.3111087497
8,73.26975806112742
3,59.5349227494
11,60.0791890730884
10,48.372553763
9,32.07261006315343
9,45.8838047638
9,51.5977167234
10,65.50180328049085
5,59.0958947814
11,60.77085772695658
9,56.1142911142
8,45.12410581168923
3,58.5500938831
9,43.48929167313725
10,52.8022857557
9,73.45475970287953
6,57.4174150719
10,34.634573851486415
4,50.0089598971
11,50.4777105027
9,44.36356541421713
11,38.8906384883
6,67.6443179597688
11,53.8105914453
8,53.61260064579865
10,52.8299056386
11,40.0799881423
4,64.7551316277839
7,37.0293119658
9,41.7895920649
6,67.22646219710396
7,39.5120575423
8,30.919279225875272
12,59.7349678393
3,64.864769551
9,25.49972005771642
8,53.2748175086
6,29.313925242110383
4,59.4269635735
10,53.4165698922
6,40.34021041115217
8,38.2094083289
3,52.4901342533
5,68.56583726431387
7,50.039871229
9,69.72863629084233
5,56.2925136186
11,25.816979372476666
6,57.7273678207
12,48.3065895955
10,51.99962827294016
9,58.8874864604
7,49.7940420183
8,64.8670048267
3,53.2568674405
7,64.6503534136
7,56.0987541141
5,46.2362886585
7,38.20365663958228
10,62.1126799615
10,25.68848644712029
3,44.0186959023
6,49.9408895428
12,51.2608304515
11,40.189824994147415
6,35.4263583149
11,40.8180186372
7,37.5009240911
4,43.2547804826
5,44.08525927181792
5,50.2787135729
4,36.7304224005
11,56.2194879761
7,56.7723172749
6,69.28262832822351
3,36.5375054395
11,43.3616984924
7,40.73747366593978
8,49.0694283237
12,49.8083302844
3,40.71182919318987
12,40.9681504642
7,36.4834597243
11,48.44345881129081
11,41.4864290175
4,63.50641964311844
10,60.277819722
8,63.2430417031
6,59.03720049385025
6,62.1879851717
4,50.4402776703
8,49.3726347047
5,42.4080342842
7,26.08926265234053
7,47.9268625646
5,42.9517979316
6,53.8780595447609
3,52.4704696218
11,60.6359911097
4,60.7591395547
9,64.7614732199
9,29.23176563773679
8,36.5298953156
9,50.03183034259009
11,50.5011391225
11,36.676845233607956
7,43.5498880898
7,29.485438935133796
8,63.4208851006
11,27.542942762606398
7,48.3899274432
10,35.9435038641
3,66.76169230936611
6,57.1452007515
10,58.0679591916
8,51.0447100057
7,47.922552302
4,44.78453738288677
11,61.6149911657
7,46.6087389049
10,47.1239911518
8,71.62282935552354
8,48.7683512052
12,25.5302287118814
8,40.578640477
4,142.35954436951923
16,41.8636998812
32,50.74590914053386
33,48.4825623334
17,39.5723465328
22,44.2352966114
36,27.5249211227
29,29.5832565456
39,67.45381542834137
43,49.5286193475
18,43.0170113075
49,80.10927032009468
36,39.8382295379
31,55.7236012383394
17,40.7883087429
16,71.30831777958056
21,35.8455156254
21,38.5885612093
26,83.97083365119113
40,49.7795274794
20,45.7589161247
32,42.084405854
32,60.05050725669482
29,32.8032593601
34,48.553648984
34,44.9695488608
29,26.5024826952
36,40.2951732575
17,49.4999932615
28,20.78231223
26,31.8810897987
14,49.3538022964
13,47.7880828041
48,73.94392306901544
36,31.2772483849
27,21.3965829353
20,52.67297463850963
49,29.9623295135
18,55.39186674246788
32,36.0191210941
30,27.9540300918
36,30.2354320999
14,26.6791712634
49,51.6328049297
42,52.185374164362365
16,53.6512041241
30,23.1809730068
29,48.6970098451
29,63.98964088014313
23,39.1753130409
27,45.0472071191
46,43.9521992672
48,77.59800424938106
31,28.7000995612
23,69.97654540527773
21,50.2228883569
33,79.60102118575766
45,45.1111016584
49,71.70750304996557
32,37.7090527099
24,72.32215303431661
27,24.9375063568
44,77.65971497420068
13,44.3524979968
35,87.35309698935737
38,37.3275877329
17,29.1760106814
13,53.1951343051
17,64.02561550469369
40,44.9138494417
37,39.3660203545
13,66.51747726211238
46,43.2219206545
21,35.5735290534
27,71.03279415412699
24,31.0323183854
16,40.1081968376
34,52.18860092441559
24,38.5672580692
26,45.5182715905
23,51.4630041819
19,76.15569543636026
34,21.479994353
14,24.7140486214
48,87.37030624183159
45,44.8121424095
28,80.31313025159714
28,48.3785767343
48,66.59046738749305
32,49.5298027348
24,57.386064466042676
32,26.1249222244
39,43.9185146905
32,81.88379229181645
36,28.7275197058
41,84.52031493040779
19,41.5686222461
41,59.832103981954106
26,36.8479233779
37,39.5026469924
30,65.33811262450183
29,34.062186193
39,68.4546286183421
17,54.7663182397
35,87.09555706844941
38,23.4979246595
22,25.381385624
20,25.2732451604
32,50.97157618491955
33,42.3678198529
49,30.3361744174
42,28.7898832292
33,73.01292991251512
45,36.1488534207
33,69.03417793757643
38,35.5663167588
47,51.8137711721
33,61.34917243532815
45,35.8855176928
42,49.5245367687
45,22.7117537849
20,36.2008003159
43,87.49841522254195
33,27.8158568267
43,32.9156360296
33,67.29779726763591
14,40.2274358891
27,69.19838595592847
48,27.5865678446
42,20.8028982495
31,50.5623260077
19,36.5219132222
35,36.60149304
39,85.74507874347569
33,37.6998478115
44,46.6386023236
20,39.9581210825
27,50.0532426189
15,61.20545170206748
19,46.9638763391
30,63.486335031168096
41,36.9738479207
46,51.71563566377991
13,38.7795630213
34,87.26861744765
33,52.2948365745
38,48.627991456
39,40.6509243805
30,26.6122952501
33,59.86647305572183
48,41.6662252939
43,30.3574972067
43,86.18680172777476
27,28.2398034798
31,49.8894853044
40,32.2296508511
18,64.02753706578504
35,24.1327125379
22,43.7038163762
15,36.9870628179
39,76.56851467385522
40,50.6903216298
16,28.8332514236
48,57.5685595947422
47,52.3118443676
43,40.1358874763
43,41.4649444322
40,64.44834258183809
35,44.9868586143
35,84.78438108960054
20,30.6435779458
45,71.6544575520139
24,36.0835426459
41,40.20872958
25,82.21015411815571
17,43.6699658955
43,76.38782911185294
13,43.6284130184
21,31.5983907653
23,41.347353878
24,83.42650928650593
24,35.5807853244
14,21.2878544959
38,25.1380453994
41,27.1289556562
20,48.2297164875
36,62.8754305857534
23,37.3023067187
16,74.97835051027343
13,47.3314149096
30,54.00663835785875
34,29.4385270971
45,53.7439159944
32,55.88033386828196
41,41.2470031948
37,71.95499154191606
41,40.1220236072
18,52.90200798822936
14,34.7790788161
45,58.57179993310411
30,53.5404084339
31,47.3807367961
20,49.1737709516
19,22.3552199216
35,26.6996853256
17,53.3940939689
46,85.01000312860815
20,53.3841318061
32,87.5531488461857
45,49.2755305551
45,60.18579489216866
29,32.4065352207
30,49.2637065964
37,44.5120624312
41,42.9608292021
35,89.18070415595206
38,25.7074537295
48,69.62641267897612
37,34.484300478
25,81.62721760410538
45,38.5079544078
20,24.0091062438
29,36.5860991558
21,88.84501816399417
13,24.613511816
36,51.039129305
35,48.7139831514
24,21.7772566608
33,35.5241832697
31,20.3076599512
40,51.1531413879
24,59.30735658497809
38,29.7473972652
34,49.4190278725
19,48.3177408579
27,53.3631369445
29,86.69224983982998
31,41.4221020239
39,64.07911511504994
35,51.9372105098
14,46.9590696173
48,80.21053477010831
36,28.6154578182
36,42.2627432067
23,63.76577659183113
45,35.2447588615
24,39.1871124575
43,79.39907663176167
30,48.4943533195
31,41.6474366655
17,86.63935322491827
38,52.8708362278
40,22.7029621958
44,46.7706424819
14,50.136817293252
22,24.90145651
21,33.1268483453
46,41.6935232698
32,88.94280600205663
23,35.3080439671
33,66.1302109440939
37,46.5559605521
40,87.56144679815536
28,39.1624440046
28,26.7304509084
34,20.2682613545
32,38.2215306612
44,53.7411966148
37,30.5919900213
38,66.6894269304729
32,51.7567755993
31,43.2709748226
32,30.4721343699
18,50.52117561566136
37,20.0963201991
47,74.04644253836389
39,46.7766082841
48,23.6704410753
18,21.0396050078
29,30.0616130859
19,58.85815689341687
21,25.1647586501
36,50.7321822851882
17,49.9892551228
41,52.3895822403
29,40.4220154089
40,21.4360513609
18,30.5826823045
2,129.10067665787972
14,19.2347256098
14,17.914150058233087
10,17.6630729461
10,30.5851664984
10,25.0519540408
10,26.8311346184
19,29.3564813196
12,28.4466044063
15,19.0496305404
17,25.5267873489
19,16.4050379652
13,29.2208070026
18,31.368473719
15,29.1463341728
14,69.6141626797439
11,33.9417992561
11,16.8524225351
11,28.6452982674
16,15.894146232780397
14,18.9642224042
16,24.7209233416
17,21.4510242055
18,30.982808943
14,13.075296077314176
14,20.7952898962
16,19.5391120753
18,31.780405227
15,25.8408018428
12,11.998855560785643
14,31.5376584898
19,17.8572511218
13,74.88167708142947
12,29.5534635386
16,29.8448495228
14,84.16649914398367
10,25.219281597
11,32.9486603335
17,18.6250179695
13,22.6221520103
17,11.343639774157069
18,19.386238415
14,23.0838850729
16,18.2905248066
19,30.6253218626
18,16.7245303355
15,21.4054414093
12,20.0836613567
14,21.5000436165
14,33.8907074442
11,24.9860583734
17,55.549437476973736
18,21.0671944315
14,14.344735136497755
11,31.2869206882
11,34.6015021086
18,11.045446458247822
18,23.6195958524
17,30.9640543565
13,27.1483566694
15,34.700839954452576
11,25.4788324732
14,15.1084918814
10,66.2120284714674
14,19.0186455684
18,20.0027917725
16,26.71617128050306
14,27.3032291827
15,34.7520301581
15,31.0293242562
17,32.4727705762
11,20.7547519004
13,23.0764857499
14,30.3351801268
17,16.4394623321
12,24.1823339439
17,29.1170263097
19,29.7762514792
18,27.6631217778
14,27.3881784697
11,44.07802079132901
11,21.5776305317
13,39.31124077404228
18,29.0054433613
15,16.7704483913
12,21.7489012003
16,25.2625197692
12,24.2071266229
16,7.025630814429595
12,29.3473109647
18,29.7185283956
14,15.0637887922
11,21.5801807056
13,15.5193886202
19,70.55033771278269
15,24.1934814341
19,18.7312480744
14,27.9671481557
19,19.7428040087
18,54.932954957873235
13,20.2283033491
13,27.0421271888
17,26.9014550642
10,28.7219034813
10,32.3620106861
11,49.587083715560155
18,15.7081654823
11,41.67742576018164
14,19.9778278304
11,30.5764292881
13,30.5221201845
15,24.9701006927
16,29.7180933536
12,34.128863255
16,29.2642720581
10,19.4111346151
12,22.1811788176
17,15.2138508736
12,30.4810228016
15,22.5738817352
10,33.2589011222
15,17.1550487225
14,17.0042554644
17,22.211533320457416
18,23.8091150606
10,44.76221247436951
19,17.6117422212
19,25.307160685
17,24.1966349846
19,31.9782782966
12,17.78981938312841
10,26.9991502169
15,44.27704068649679
16,30.904758534
14,39.70942604664862
13,31.9456813018
13,25.6056393407
19,26.8488286382
19,30.0954414998
13,17.136167681905484
10,17.1258563203
17,26.6829783493
12,21.5750451454
16,55.50828817182037
16,20.716751615
11,19.6745658041
19,26.4626332937
14,30.7625548583
17,29.8724319723
15,31.382571587
19,33.8856851335
15,17.3283012225
12,29.4887509963
14,22.460265517
10,25.9933922471
17,30.3105527266
13,21.0400843272
10,24.9233931374
17,13.814193120075668
13,28.5989680413
10,26.8706449748
17,33.7880762992
11,19.5485781366
13,32.7695024825
13,38.518940530475305
11,28.5972942349
19,43.95313446919336
16,21.9664186731
16,48.29800619391709
11,32.7068298286
13,26.7178985239
17,32.7562936955
11,22.5999867956
14,20.2167891962
10,22.8053437924
14,25.4983470917
12,29.9560613902
10,21.0366677061
14,31.1617390947
15,21.9691652582
16,38.297693392176654
17,19.9842211621
17,19.4902320618
13,34.6464968325
15,86.23778194836105
17,25.4399677307
11,33.4989211966
10,28.384142812
13,63.780942273168336
16,17.101911005
15,25.4867029387
17,15.364161578758743
10,24.2920558385
10,69.70097543535725
19,34.2690933329
19,85.09554159502225
10,29.5385174356
10,31.2364678821
19,70.00858269802215
16,29.36292405
10,15.9434193958
12,42.34187942571817
14,30.9550116511
10,28.815574304
19,15.3555657145
19,79.05843837211043
11,24.7248094051
10,18.0007302822
18,28.4746746417
14,29.8387284421
10,21.4860624205
15,27.325532451
16,34.537674725
17,20.0346219658
11,32.0267056486
18,30.7135981366
18,28.068062826024722
14,26.2780113723
11,34.7201045792
17,24.797776984974224
16,32.4682960461
12,32.2208898525
19,53.71052546792865
17,33.9197661401
12,32.788865182
18,22.1404243473
14,22.117003515024855
18,33.9070056884
10,24.9073859714
13,29.9900153126
