delta,trans_satoshis
17,82.0516405357
17,83.7044653131
19,87.6919945958
14,82.8824700083
16,86.9147409131
18,82.3516111797
14,81.7527391725
19,86.3710389394
18,82.0982810194
19,82.040243218
15,84.0253201928
18,80.4487156161
15,83.3262642443
17,84.628331121
10,80.4416465715
18,83.8509373534
12,83.1717722305
17,84.8222662869
16,85.5598077934
13,85.5800525155
10,84.1091436383
17,87.4454804338
13,83.555722963
18,89.8887328776
18,86.1617426098
19,82.5636312082
19,85.8404631706
16,82.3287483136
10,88.6226860062
15,88.3537792617
10,86.0148772121
17,81.0772909903
16,85.7088333994
10,88.8100307061
16,87.4096202239
11,84.3630682726
14,81.8840547255
15,73.91061362522089
15,82.0456548577
16,86.8877865908
11,83.891959043
19,89.4043698944
11,89.5723706638
11,84.4820940231
19,80.298149757
14,89.9927564752
19,87.1341834368
16,89.7367029119
14,89.6366881381
10,82.76771812
15,85.6755362273
11,82.1900470879
15,87.2975890549
13,89.8368385107
14,88.8434132991
14,86.8477856147
10,87.2990347761
15,80.6439335727
14,80.9705294834
17,82.3084162986
19,83.5983301822
15,54.983632777933536
12,87.9982814385
17,81.0364214159
19,83.068695802
15,82.7615676924
16,80.7635095808
12,85.9133555814
12,81.4075853269
16,83.6567809956
19,88.4392180765
16,84.7290777731
18,86.7474932323
19,85.159219479
10,84.5722510021
13,81.1370111598
13,86.7089823211
19,84.6897781845
10,80.5570991424
15,85.9586602459
15,82.3424112185
17,87.3220138968
12,83.6028257177
19,87.9905801255
14,88.8293814946
10,83.9443067919
12,87.6117251034
16,87.3367799681
10,82.9506481775
12,88.6407677869
12,82.1298719436
10,84.5864343222
13,86.3676301874
13,84.8647062111
10,86.0503168162
11,84.9292906461
10,81.5439527662
12,83.3298718465
10,82.6318806865
13,80.0603565293
13,84.1059664356
15,81.5098591532
15,88.0402776917
12,82.8638506984
12,89.4298354665
15,86.7321849664
14,81.5858757205
17,86.4193548902
13,86.0966072962
19,86.1094774242
13,49.521574661538445
14,88.6792081468
16,80.7490915668
10,81.9215472879
15,82.6194617683
11,82.4336155115
15,85.6867922666
11,85.7668692717
16,89.2131095675
12,87.0775112566
14,83.4073892462
15,70.58196624927402
10,89.4717830883
18,85.0783219192
13,82.0595996735
10,52.790002895735824
10,81.9592980974
13,41.19124474527868
13,84.7528429315
16,84.8528785691
17,86.2243563272
14,84.1810023238
13,86.440068338
14,89.8657994409
14,84.4498352943
10,89.824892488
19,84.6212187158
17,83.4003918329
16,84.9574220618
19,88.8326583862
18,82.8681819714
16,87.9448875295
15,85.1337761734
19,86.9104508179
15,89.9547740937
15,44.26043669757514
10,84.6003669628
15,84.9529847716
19,83.858622878
16,85.8805463109
11,86.6141324873
17,84.5446628486
18,80.0482625529
14,89.8079642357
12,80.5567617881
16,83.2063310238
18,80.5119759049
11,80.7173867147
16,84.9695036038
14,85.2018973876
16,88.5177879773
12,88.4952345851
12,88.168740664
10,87.0285995907
12,88.44797642165814
19,80.3101775432
11,44.571574967059796
17,85.7431264132
18,83.554355538
10,83.6685414604
15,80.2321461205
10,88.6615029403
14,88.0000935393
10,89.0184648145
12,88.5782940108
19,82.8257845751
18,89.6713320354
18,89.4829983029
14,86.6205066108
10,80.3507871717
16,89.8281624109
16,86.9777309215
12,85.6947559867
14,88.2942126764
16,80.7058694904
16,89.0817781145
11,72.62700660343334
18,85.3343423211
12,83.6437874225
12,85.2326237596
15,86.9277755317
18,88.5407240351
13,89.4950989379
12,85.6566789407
16,81.1042895961
13,87.5465480551
13,80.7175575699
11,85.7103771086
11,83.9048406401
12,75.32378260646792
14,81.8156571137
18,85.237364619
11,60.38619241873582
16,81.8184763712
13,87.8692413651
18,85.6179038844
15,81.9876599544
12,84.3553382077
17,83.3120873797
12,87.3572288901
17,87.4124333165
16,80.907330896
18,85.6577892349
17,89.9487179776
11,82.6164365468
14,88.7421737537
16,88.0232463384
19,88.6492799092
10,89.8402501937
17,89.1205731979
10,86.5774451661
17,88.8165213721
14,82.228388774
10,82.2512622264
15,86.9403495618
14,89.4389536207
16,81.4594346047
19,89.791161178
11,82.63699739
10,87.8942744143
15,67.8289703871242
11,81.9922567694
14,84.7563046282
16,85.4428009504
10,81.0016406196
14,85.4729514275
18,82.6039303814
14,85.3316948388
14,44.59621604729961
14,86.5615028799
16,89.3147418894
13,87.627987467
16,81.9771733136
13,80.1263685209
15,42.86673017371584
13,80.5304317618
16,83.6092690048
16,87.2539254046
16,83.0555385588
17,68.11434307135818
12,85.7870484714
12,86.078176381
17,88.0214419848
19,88.2789861229
10,85.3390497419
12,82.0922058376
10,80.5756666222
16,88.0046707988
14,89.0180895649
14,80.0135561328
15,84.8324684037
13,85.6113143083
13,82.129519019
14,88.6990846486
17,57.19171599063246
12,80.0244205026
16,83.4269489846
12,80.1831074771
15,86.4148258625
14,87.3801539892
12,82.2337052363
15,85.5334791392
14,87.9890992417
12,80.8670593361
11,80.3579326956
10,84.178261516
12,86.3471020328
19,88.6368134828
11,84.8344740229
16,86.3857749935
14,81.0965591812
17,89.5150362038
10,81.7845459891
10,87.8795493411
16,87.1011654172
13,87.8198532745
10,81.2299967583
11,83.6757854018
12,81.478242473
16,86.1613990844
15,85.0260946245
13,86.3507648857
11,85.5484032759
18,84.153398068
12,89.8665006334
15,85.9162248033
18,85.3682253117
19,80.8399461347
15,89.6666013953
11,84.3706495338
19,83.6203827734
19,86.7940098509
10,81.087111881
10,81.8077506327
16,85.3570417578
10,80.2713203497
12,80.3252865471
17,81.9495582069
12,50.36820026571488
10,88.6855517562
10,82.2828228245
18,80.0083464174
16,80.4670392282
19,80.6547394304
15,89.9649132091
11,80.460017293
13,87.5783889863
18,84.8448610118
19,81.3131322145
16,88.85075592
10,48.78797284965459
17,81.8356024564
12,88.8344069997
13,83.5134863808
16,85.5470794849
14,82.4137913269
19,80.2267469842
17,88.1856055938
10,83.667135149
16,89.9011870865
10,87.148448098
16,86.2684593877
19,81.7609837313
10,63.92313065658776
18,87.5518972968
10,88.8563479691
10,87.6013139459
11,81.0911754174
12,85.8944993916
18,82.0372104613
18,89.8739143249
16,85.6166671663
18,84.0366555079
11,85.5292400283
17,88.4563577393
14,86.8359605655
19,81.429192272
14,89.7579024243
11,85.848570618
18,86.4171407148
17,84.3888059198
17,87.3400480569
14,80.2634621992
16,80.9191124102
11,63.75710398777781
13,89.026041218
16,88.3118108988
14,89.0731691193
16,82.8128249948
15,83.250058963
10,86.6363735829
12,83.3925084816
10,83.3871189518
15,82.2143274662
17,88.2653443775
11,87.8348004585
13,81.665223553
13,87.1520508581
13,84.344417078
17,80.0378366559
11,88.0481209549
13,83.1875867274
11,82.764458758
13,87.3891263517
16,85.5787679404
15,80.362644297
12,86.1579518638
15,81.0870240492
17,85.9665463925
16,85.0192393125
15,89.7481008631
15,85.8856745074
15,85.2562001912
15,87.6066845828
16,89.2758514155
11,88.6769567532
14,86.513291003
15,89.8502983719
12,85.6246601625
13,80.5183929576
10,88.0541269324
18,88.2227708913
10,84.3242049412
12,82.8558062584
16,80.6597444288
13,89.028936688
17,81.4332497443
11,85.2932992829
17,79.02555089401538
10,88.1583304037
19,81.2350034061
14,84.3643074626
18,89.5430255948
10,80.5485368897
12,81.5644617633
11,83.9863819773
10,86.8753133903
10,83.629390963
13,84.9260399565
17,88.7989182895
19,80.7651426545
15,65.69299310600371
13,87.9710782839
10,86.3703931854
19,51.44950862761224
17,84.8949729706
11,86.4200037618
17,87.5545594691
12,80.5958689544
12,84.8089618257
19,88.0738334475
10,86.8225761323
14,84.1230545939
13,82.1223965721
15,85.7346780967
12,86.9157525851
18,89.8050447982
19,82.2236712277
17,84.9436593989
15,80.3963965236
19,87.8968803805
11,86.0596176
13,81.0371505866
12,85.7438600424
14,81.1435559566
17,83.6982322272
15,85.7291640886
18,80.6560249397
14,86.0047547479
11,86.8351924275
11,87.7954476791
17,86.9165565064
10,83.4915104704
18,88.0874286813
14,80.9240618181
11,81.4372930999
18,86.4670921275
11,80.5448943892
19,85.22294480520364
17,88.9741638938
19,87.0019059222
11,85.7103719555
18,87.1270047882
17,83.2276239181
10,86.3389000281
10,89.6058545895
11,82.7170918958
12,53.34714272298941
15,87.9424668523
19,82.742366764
10,84.7443570653
13,89.1158072439
17,82.068517776
19,84.3775572243
17,89.9772366993
16,81.5422585406
10,87.8950577428
19,81.272384079
13,80.3727065232
14,87.111203163
10,84.7259453198
16,81.45624792
11,83.1651382434
15,82.4896531891
13,84.639594027
13,86.746808939
15,36.71311656771304
12,81.3027062967
16,85.482820317
18,81.9991362406
17,86.8364577285
13,80.16579541
12,81.9391646272
11,81.4443464889
14,81.8442387007
11,86.5518617976
19,81.197386706
14,83.766801782
11,84.8410018117
17,84.7093130979
14,68.69404234948684
17,87.1320928978
19,86.1114108115
19,86.2609908917
15,89.3041377686
15,71.11860364912212
11,88.2918439778
17,82.4676613578
13,85.3667494048
14,82.5420923695
12,87.4750519538
19,83.6116345368
12,89.5159427238
15,46.82624230365744
16,81.3439105419
14,65.923028941738906
12,81.5745264381
18,82.4414611027
17,84.9556214988
11,81.5298795515
19,88.6786153375
11,80.9666412062
19,85.3157064965
11,86.6229648526
10,86.2046180119
17,87.4141692104
13,81.7524278178
11,80.0378556835
15,88.6283293579
12,87.3419143284
18,87.3566726275
11,83.9277409854
19,86.6195497598
12,81.3187051829
11,80.2842293271
12,87.8240861793
12,83.4281200348
10,10.0
19,89.1221470455
11,86.9657449221
11,89.4622840681
14,82.7389075254
18,89.3549673856
13,83.5147663108
15,89.3206712568
19,86.1712468047
15,39.57194294846701
13,89.0390064061
11,88.2301692783
16,84.0897372524
15,88.7586943997
12,82.5136802947
13,89.5044661473
17,83.4851900408
13,80.8731687069
14,84.3319882037
19,83.2308047218
11,88.0955351502
16,82.6745027796
12,86.7081071843
10,83.9024430371
14,83.762043343
11,84.4563455771
11,89.5141688913
16,84.4769434323
16,85.7073324
13,86.7469688992
14,82.30695189760752
14,86.8984060833
10,89.2561829391
18,80.2247689891
14,80.1440904574
10,68.3531165643667
18,82.0145208315
12,85.2812058753
10,84.3639401034
17,81.3458549908
13,82.376426766
18,86.7611724042
19,81.6269668799
18,86.0575705128
7,148.31158975236954
74,88.6017672625
22,78.5148718627
44,84.0073123005
20,73.5040891084
20,86.1312406915
59,76.3649367086
22,81.5826585959
56,83.3633859594
76,77.574010878
30,83.7396971549
72,87.2163544144
52,71.0162220863
20,84.4578806309
53,67.1736823249
47,80.2270393455
43,67.9432134882
36,75.1777764686
40,77.7327868262
68,48.06014456989571
42,66.1873970068
25,79.1134219234
76,70.0777252218
32,78.2421515583
21,78.1932125997
52,80.8080441901
54,53.31748409539655
32,78.5475207741
49,67.3253185477
44,74.6183327715
37,82.8603847582
29,78.1378311513
62,76.6560741836
56,78.4989047823
21,66.8137697501
74,58.89679258133428
50,71.4708092839
69,71.0752921686
77,70.9417812814
76,68.1431262941
67,75.3843908296
23,36.24388333740118
23,66.9390967084
72,80.1751408127
59,64.4567156911
68,76.5605450203
31,78.0407235857
57,74.0062527095
45,66.4969789917
74,77.346565407
27,69.4602760808
41,73.7984043672
24,72.596228629
50,61.786176353025326
44,62.729311465
63,65.4235379383
73,73.1813814416
20,69.7973013538
78,50.06998127308577
41,58.7392360016
42,60.5592608624
44,64.9842225628
46,71.4074312839
52,75.1884669969
31,59.9357457408
31,65.6086231783
68,57.7095548058
57,74.9127131637
33,57.4004838829
27,63.8965169346
53,67.6994377359
72,56.5325403929
67,65.948088956
22,51.546334901995806
47,64.3362574404
66,57.1810660748
42,71.6616569419
78,56.0485485335
26,63.3802161823
79,60.5499127974
23,55.5055999197
50,63.1355280981
69,71.5166997472
69,42.79654713313744
30,52.6681115409
25,62.9173697996
48,71.2663128134
55,58.8781847996
37,65.2202594568
72,68.8614303183
22,53.6204532057
46,51.1326090905
27,59.3825707223
39,57.0261587326
46,67.1946152813
25,56.1458314217
32,59.3879512766
71,56.33930163233302
29,55.6479769239
56,59.5678268252
76,51.791872763
41,50.2539591965
21,66.1469641926
67,51.2556399835
49,40.413665522616036
58,59.6590239802
42,55.5188168352
71,50.655174945
63,60.7415796173
72,56.4478642893
39,50.848130475
56,65.2443233631
76,48.8825878014
64,49.6180814023
51,64.40612706
27,48.1930933377
62,57.6803313686
56,63.2769445244
72,44.03294721378407
69,56.9495679133
66,58.8575792252
66,55.3690389877
35,57.49095809914212
67,44.5570615615
44,59.5220331664
58,39.282956323229705
35,57.0385269048
20,56.2450517727
61,56.2739340579
57,48.002298581
51,55.9087817939
59,53.25204883015812
79,58.7222133947
30,49.24294983901591
67,57.650448592
62,42.2764282461
42,54.46734145111755
42,52.3889529721
38,58.6304556882
58,44.9004509352
25,52.9187266061
34,42.0882191256
37,62.16496392630215
38,48.0697607714
70,39.7065395335
69,38.77831622103886
45,56.6487206703
78,58.69331213
39,45.7246172938
50,48.5027162675
24,43.8362431507
26,44.5572439876
76,45.50526524
60,55.6159049372
52,56.7806063024
44,51.0312462863
62,47.5349807418
66,41.297272113
75,39.9199529503
39,53.6201925742
63,36.4515008281
73,49.4690137391
36,42.5978428467
62,50.5828793713
26,46.5369531685
37,49.8103625628
27,36.3199348066
66,45.10329465464357
52,50.1572470621
58,48.1057188014
30,41.5656873108
20,37.6841339929
72,34.5541245176
37,45.2108435947
25,43.9931916262
22,45.1252771379
34,34.3227643943
21,44.0565783815
48,46.4656221796
57,32.5528361982
70,39.1582341919
43,42.5208799958
62,46.6222808331
54,44.4889838172
33,38.7090278835
75,32.0790101561
70,31.1109374729
27,42.6750199339
76,32.203100921
27,48.9875363372
57,34.2304187474
71,39.2550223361
34,46.3191184435
61,31.852339477
30,42.4448146779
49,29.9686539157
23,35.1187148956
51,38.3013273897
63,37.4117155484
50,27.4357491069
32,40.7732113361
67,38.0903183478
62,26.6210451696
36,36.7084365075
26,26.8145262027
59,44.5243020544
29,28.550478457
45,41.1931770952
67,30.8126863826
32,27.4289805957
68,39.4606685567
65,26.8552122631
68,41.6631652227
34,29.6085624436
44,24.5926534985
69,57.87772472714421
50,40.7119057204
25,27.3249250513
53,26.6021171154
37,30.8829100906
67,23.5802557876
79,30.830372915
55,26.431095275
33,27.7525391897
63,39.7466857274
76,28.0591848726
41,31.1038080025
33,23.9897498141
33,39.6092191375
25,23.8868748921
48,34.5491236648
64,32.8539969605
53,25.7098565358
35,35.0275595572
78,23.1138719296
27,22.3242852543
60,24.8182043136
26,36.9299070835
62,48.7136118200784
53,19.8680534735
26,22.2623511918
79,27.1341354156
23,48.061043395367655
59,17.2140733311
50,18.0598331265
23,35.9199277827
67,34.8330107673
64,29.2372032344
76,31.4828954623
26,19.3574878086
25,30.1797765891
71,31.30050968
66,25.5278039055
54,27.1017109009
63,34.1318760742
35,16.5809374776
64,40.31220813187199
43,33.0241920575
31,32.1797730344
78,25.0060910983
74,13.266313098
45,27.2517332162
42,26.3408057996
42,13.1797619726
27,36.85322270609809
45,18.2724308876
61,27.8907590588
50,22.8531575242
64,30.7858336302
20,20.3435213917
33,13.4104174604
24,43.95431421585261
46,27.8720770204
33,17.0229641417
34,47.56458851008747
33,20.26661396
24,13.1822707347
9,154.91384049850546
191,20.6428348033
177,23.6149054858
185,24.3645345575
169,22.2612241997
196,24.3936631514
162,29.1570355162
160,24.9122016259
122,22.5643629676
158,29.2178889393
186,20.0332035333
188,22.9752189208
111,23.5249190937
163,29.6835555886
178,29.0251360081
155,35.56404752231818
153,28.3189546326
156,20.4980056749
144,25.3694687277
157,21.8246125194
109,22.2626821514
147,24.1491202934
162,25.1521986233
182,63.80399531514651
133,29.8923477433
126,22.0141652729
187,25.5730285914
166,25.2318564025
117,20.1006233921
132,21.3994510442
150,25.9265970399
163,28.1805039507
117,22.5778827631
158,25.7693260492
127,22.3096688614
106,24.8001678146
159,28.0642644107
162,20.2072609532
189,22.9206287745
161,29.442893109
140,27.2714889892
183,24.8024572963
195,20.4589273723
171,22.2174209386
170,28.1636166013
136,21.5684926278
110,25.3456773762
162,31.41264789068761
149,20.0688167003
164,29.0884911505
198,22.5756277375
142,27.3726652599
148,29.0485534396
186,22.9692170067
129,21.4668444526
112,25.3784233691
112,23.8626509474
142,28.1468021426
122,25.5262404972
111,21.9882518877
189,27.5369301857
181,28.2767793095
121,42.45377569307373
132,24.3929960955
138,29.6336029733
171,25.7928575156
109,23.2348724453
148,29.4405588157
132,26.6312548966
188,39.16790464636571
114,24.2636092841
