start_time,trip_id,trip_duration
2013-11-19T17:46:00.000,1000054,811
2013-11-19T17:42:00.000,1000056,1456
2013-11-19T17:46:00.000,1000057,406
2013-11-19T17:46:00.000,1000058,986
2013-11-19T17:46:00.000,1000059,200
2013-07-24T09:12:00.000,100006,842
2013-11-19T17:46:00.000,1000060,493
2013-11-19T17:46:00.000,1000061,932
2013-11-19T17:46:00.000,1000062,1167
2013-11-19T17:46:00.000,1000065,796
2013-11-19T17:47:00.000,1000066,841
2013-11-19T17:43:00.000,1000067,570
2013-11-19T17:47:00.000,1000068,419
2013-11-19T17:47:00.000,1000069,653
2013-07-24T09:12:00.000,100007,418
2013-11-19T17:47:00.000,1000070,135
2013-11-19T17:47:00.000,1000071,408
2013-11-19T17:47:00.000,1000072,1401
2013-11-19T17:48:00.000,1000076,311
2013-11-19T17:48:00.000,1000077,567
2013-11-19T17:48:00.000,1000078,817
2013-11-19T17:48:00.000,1000080,485
2013-11-19T17:48:00.000,1000081,712
2013-11-19T17:49:00.000,1000082,891
2013-11-19T17:49:00.000,1000083,165
2013-11-19T17:49:00.000,1000084,413
2013-11-19T17:49:00.000,1000085,868
2013-11-19T17:49:00.000,1000087,820
2013-11-19T17:49:00.000,1000089,766
2013-07-24T09:12:00.000,100009,667
2013-11-19T17:47:00.000,1000091,172
2013-11-19T17:50:00.000,1000093,808
2013-11-19T17:49:00.000,1000094,319
2013-11-19T17:50:00.000,1000095,505
2013-11-19T17:50:00.000,1000096,127
2013-11-19T17:50:00.000,1000097,959
2013-11-19T17:50:00.000,1000098,346
2013-11-19T17:50:00.000,1000099,551
2013-07-24T09:12:00.000,100010,3002
2013-11-19T17:50:00.000,1000100,203
2013-11-19T17:51:00.000,1000102,629
2013-11-19T17:50:00.000,1000103,311
2013-11-19T17:51:00.000,1000105,1769
2013-11-19T17:51:00.000,1000106,206
2013-11-19T17:51:00.000,1000107,1765
2013-11-19T17:51:00.000,1000108,808
2013-11-19T17:51:00.000,1000109,303
2013-07-24T09:13:00.000,100011,1247
2013-11-19T17:51:00.000,1000110,1752
2013-11-19T17:51:00.000,1000111,1010
2013-11-19T17:52:00.000,1000112,1226
2013-11-19T17:52:00.000,1000113,139
2013-11-19T17:52:00.000,1000114,599
2013-11-19T17:49:00.000,1000116,328
2013-11-19T17:52:00.000,1000117,493
2013-11-19T17:52:00.000,1000118,765
2013-11-19T17:52:00.000,1000119,239
2013-07-24T09:13:00.000,100012,438
2013-11-19T17:52:00.000,1000120,774
2013-11-19T17:53:00.000,1000122,261
2013-11-19T17:52:00.000,1000123,520
2013-11-19T17:53:00.000,1000124,359
2013-11-19T17:53:00.000,1000125,541
2013-11-19T17:53:00.000,1000126,368
2013-11-19T17:53:00.000,1000127,1361
2013-11-19T17:53:00.000,1000128,414
2013-11-19T17:53:00.000,1000129,508
2013-07-24T09:14:00.000,100013,1404
2013-11-19T17:53:00.000,1000130,542
2013-11-19T17:53:00.000,1000131,756
2013-11-19T17:53:00.000,1000132,572
2013-11-19T17:54:00.000,1000133,720
2013-11-19T17:54:00.000,1000135,819
2013-11-19T17:53:00.000,1000166,724
2013-11-19T17:54:00.000,1000136,612
2013-11-19T17:54:00.000,1000137,527
2013-11-19T17:54:00.000,1000139,397
2013-07-24T09:14:00.000,100014,585
2013-11-19T17:54:00.000,1000141,723
2013-11-19T17:55:00.000,1000142,1161
2013-11-19T17:55:00.000,1000143,197
2013-11-19T17:55:00.000,1000144,698
2013-11-19T17:55:00.000,1000146,559
2013-11-19T17:55:00.000,1000147,206
2013-11-19T17:55:00.000,1000149,373
2013-07-24T09:14:00.000,100015,552
2013-11-19T17:55:00.000,1000150,1022
2013-11-19T17:55:00.000,1000153,1054
2013-11-19T17:56:00.000,1000154,130
2013-11-19T17:55:00.000,1000155,278
2013-11-19T17:55:00.000,1000156,580
2013-11-19T17:56:00.000,1000157,491
2013-11-19T17:56:00.000,1000158,287
2013-11-19T17:56:00.000,1000159,455
2013-07-24T09:15:00.000,100016,497
2013-11-19T17:56:00.000,1000160,379
2013-11-19T17:56:00.000,1000161,602
2013-11-19T17:56:00.000,1000162,634
2013-11-19T17:56:00.000,1000163,445
2013-11-19T17:52:00.000,1000164,902
2013-11-19T17:53:00.000,1000165,360
2013-11-19T17:56:00.000,1000167,706
2013-11-19T17:57:00.000,1000170,1233
2013-11-19T17:57:00.000,1000171,1299
2013-11-19T17:57:00.000,1000172,613
2013-11-19T17:57:00.000,1000173,307
2013-11-19T17:57:00.000,1000174,144
2013-11-19T17:57:00.000,1000175,605
2013-11-19T17:57:00.000,1000176,570
2013-11-19T17:57:00.000,1000177,1552
2013-11-19T17:57:00.000,1000178,238
2013-07-24T09:15:00.000,100018,319
2013-11-19T17:57:00.000,1000180,1767
2013-11-19T17:58:00.000,1000181,233
2013-11-19T17:58:00.000,1000182,294
2013-11-19T17:58:00.000,1000183,386
2013-11-19T17:58:00.000,1000184,255
2013-11-19T17:58:00.000,1000185,504
2013-11-19T17:58:00.000,1000186,1174
2013-11-19T17:59:00.000,1000187,245
2013-11-19T17:59:00.000,1000189,168
2013-11-19T17:56:00.000,1000190,524
2013-11-19T17:59:00.000,1000192,707
2013-11-19T17:59:00.000,1000193,1098
2013-11-19T17:59:00.000,1000194,291
2013-11-19T17:59:00.000,1000195,377
2013-11-19T18:00:00.000,1000196,753
2013-11-19T18:00:00.000,1000197,1059
2013-11-19T18:00:00.000,1000198,1315
2013-11-19T18:00:00.000,1000199,272
2013-11-19T18:00:00.000,1000200,412
2013-11-19T18:00:00.000,1000201,843
2013-11-19T18:00:00.000,1000202,162
2013-11-19T18:00:00.000,1000203,762
2013-11-19T18:00:00.000,1000204,442
2013-11-19T18:01:00.000,1000207,435
2013-11-19T18:01:00.000,1000208,488
2013-11-19T18:01:00.000,1000209,802
2013-11-19T18:00:00.000,1000210,132
2013-11-19T18:01:00.000,1000211,754
2013-11-19T18:01:00.000,1000212,627
2013-11-19T18:01:00.000,1000213,1413
2013-11-19T18:01:00.000,1000215,363
2013-11-19T18:02:00.000,1000217,360
2013-11-19T18:02:00.000,1000218,532
2013-11-19T18:02:00.000,1000219,531
2013-07-24T09:15:00.000,100022,241
2013-11-19T18:02:00.000,1000220,913
2013-11-19T18:02:00.000,1000221,201
2013-11-19T18:03:00.000,1000222,354
2013-11-19T18:03:00.000,1000224,2208
2013-11-19T18:03:00.000,1000225,727
2013-11-19T18:03:00.000,1000226,1113
2013-11-19T18:03:00.000,1000228,619
2013-11-19T18:03:00.000,1000229,299
2013-11-19T18:04:00.000,1000231,2654
2013-11-19T18:04:00.000,1000232,107
2013-11-19T18:04:00.000,1000233,497
2013-11-19T18:04:00.000,1000234,607
2013-11-19T18:04:00.000,1000236,197
2013-11-19T18:05:00.000,1000237,266
2013-11-19T18:05:00.000,1000238,568
2013-11-19T18:05:00.000,1000239,1313
2013-07-24T09:15:00.000,100024,845
2013-11-19T18:05:00.000,1000240,151
2013-11-19T18:05:00.000,1000241,184
2013-11-19T18:05:00.000,1000242,454
2013-11-19T18:05:00.000,1000243,264
2013-11-19T18:05:00.000,1000244,578
2013-11-19T18:05:00.000,1000246,484
2013-11-19T18:05:00.000,1000247,385
2013-11-19T18:05:00.000,1000248,734
2013-11-19T18:06:00.000,1000249,206
2013-11-19T18:06:00.000,1000250,175
2013-11-19T18:06:00.000,1000252,519
2013-11-19T18:06:00.000,1000253,446
2013-11-19T18:06:00.000,1000254,208
2013-11-19T18:06:00.000,1000255,1073
2013-11-19T18:06:00.000,1000256,389
2013-11-19T18:07:00.000,1000257,261
2013-11-19T18:07:00.000,1000258,1285
2013-11-19T18:07:00.000,1000259,1328
2013-07-24T09:16:00.000,100026,285
2013-11-19T18:07:00.000,1000261,661
2013-11-19T18:06:00.000,1000262,1449
2013-11-19T18:07:00.000,1000263,862
2013-11-19T18:06:00.000,1000265,511
2013-11-19T18:07:00.000,1000266,814
2013-11-19T18:07:00.000,1000267,369
2013-11-19T18:07:00.000,1000268,479
2013-11-19T18:07:00.000,1000269,552
2013-11-19T18:07:00.000,1000270,464
2013-11-19T18:07:00.000,1000271,351
2013-11-19T18:08:00.000,1000272,610
2013-11-19T18:08:00.000,1000273,426
2013-11-19T18:08:00.000,1000274,177
2013-11-19T18:08:00.000,1000275,1954
2013-11-19T18:09:00.000,1000276,316
2013-11-19T18:09:00.000,1000277,137
2013-11-19T18:08:00.000,1000278,364
2013-11-19T18:09:00.000,1000279,713
2013-07-24T09:16:00.000,100028,766
2013-11-19T18:07:00.000,1000280,315
2013-11-19T18:09:00.000,1000281,642
2013-11-19T18:09:00.000,1000282,1056
2013-11-19T18:09:00.000,1000283,1276
2013-11-19T18:09:00.000,1000284,196
2013-11-19T18:09:00.000,1000285,691
2013-11-19T18:10:00.000,1000286,396
2013-11-19T18:09:00.000,1000287,1072
2013-11-19T18:09:00.000,1000288,495
2013-11-19T18:10:00.000,1000289,1140
2013-11-19T18:10:00.000,1000290,1412
2013-11-19T18:10:00.000,1000291,710
2013-11-19T18:10:00.000,1000293,508
2013-11-19T18:10:00.000,1000294,205
2013-11-19T18:10:00.000,1000295,437
2013-11-19T18:10:00.000,1000296,1412
2013-11-19T18:10:00.000,1000298,518
2013-11-19T18:11:00.000,1000299,907
2013-07-24T09:17:00.000,100030,1090
2013-11-19T18:11:00.000,1000300,591
2013-11-19T18:11:00.000,1000301,1320
2013-11-19T18:11:00.000,1000302,477
2013-11-19T18:11:00.000,1000303,721
2013-11-19T18:11:00.000,1000304,681
2013-11-19T18:11:00.000,1000305,508
2013-11-19T18:11:00.000,1000306,1210
2013-11-19T18:12:00.000,1000307,339
2013-11-19T18:12:00.000,1000308,153
2013-11-19T18:12:00.000,1000309,846
2013-11-19T18:12:00.000,1000310,1185
2013-11-19T18:09:00.000,1000311,573
2013-11-19T18:12:00.000,1000312,96
2013-11-19T18:13:00.000,1000313,876
2013-11-19T18:13:00.000,1000314,862
2013-11-19T18:13:00.000,1000315,1161
2013-11-19T18:13:00.000,1000316,510
2013-11-19T18:13:00.000,1000317,785
2013-11-19T18:13:00.000,1000318,309
2013-11-19T18:13:00.000,1000319,379
2013-07-24T09:18:00.000,100032,1211
2013-11-19T18:13:00.000,1000321,606
2013-11-19T18:14:00.000,1000322,402
2013-11-19T18:14:00.000,1000323,745
2013-11-19T18:14:00.000,1000324,979
2013-11-19T18:14:00.000,1000325,691
2013-11-19T18:14:00.000,1000326,212
2013-11-19T18:14:00.000,1000327,341
2013-11-19T18:14:00.000,1000328,658
2013-11-19T18:14:00.000,1000329,483
2013-07-24T09:18:00.000,100033,582
2013-11-19T18:14:00.000,1000330,780
2013-11-19T18:15:00.000,1000331,746
2013-11-19T18:15:00.000,1000332,215
2013-11-19T18:15:00.000,1000334,534
2013-11-19T18:15:00.000,1000335,609
2013-11-19T18:15:00.000,1000338,754
2013-11-19T18:15:00.000,1000339,125
2013-07-24T09:18:00.000,100034,1194
2013-11-19T18:15:00.000,1000340,185
2013-11-19T18:15:00.000,1000341,785
2013-11-19T18:15:00.000,1000342,404
2013-11-19T18:15:00.000,1000344,402
2013-11-19T18:16:00.000,1000345,1024
2013-11-19T18:16:00.000,1000346,345
2013-11-19T18:16:00.000,1000347,627
2013-11-19T18:16:00.000,1000348,757
2013-11-19T18:16:00.000,1000349,1127
2013-07-24T09:18:00.000,100035,654
2013-11-19T18:16:00.000,1000350,357
2013-11-19T18:16:00.000,1000351,612
2013-11-19T18:16:00.000,1000352,323
2013-11-19T18:16:00.000,1000353,925
2013-11-19T18:17:00.000,1000354,520
2013-11-19T18:17:00.000,1000355,1419
2013-11-19T18:17:00.000,1000356,927
2013-11-19T18:17:00.000,1000357,322
2013-11-19T18:17:00.000,1000358,583
2013-11-19T18:17:00.000,1000359,318
2013-07-24T09:19:00.000,100036,834
2013-11-19T18:18:00.000,1000360,876
2013-11-19T18:18:00.000,1000361,833
2013-11-19T18:18:00.000,1000362,101
2013-11-19T18:18:00.000,1000363,412
2013-11-19T18:18:00.000,1000364,692
2013-11-19T18:18:00.000,1000366,814
2013-11-19T18:18:00.000,1000369,714
2013-07-24T09:19:00.000,100037,1573
2013-11-19T18:19:00.000,1000371,526
2013-11-19T18:19:00.000,1000372,949
2013-11-19T18:19:00.000,1000373,716
2013-11-19T18:19:00.000,1000374,256
2013-11-19T18:20:00.000,1000376,569
2013-11-19T18:20:00.000,1000377,301
2013-11-19T18:20:00.000,1000378,1014
2013-11-19T18:20:00.000,1000379,222
2013-07-24T09:19:00.000,100038,346
2013-11-19T18:20:00.000,1000380,357
2013-11-19T18:20:00.000,1000381,438
2013-11-19T18:20:00.000,1000382,344
2013-11-19T18:20:00.000,1000383,293
2013-11-19T18:16:00.000,1000385,448
2013-11-19T18:21:00.000,1000386,1954
2013-11-19T18:21:00.000,1000387,1116
2013-11-19T18:21:00.000,1000388,1379
2013-11-19T18:19:00.000,1000389,768
2013-07-24T09:19:00.000,100039,517
2013-11-19T18:22:00.000,1000390,169
2013-11-19T18:22:00.000,1000391,640
2013-11-19T18:17:00.000,1000392,331
2013-11-19T18:19:00.000,1000393,775
2013-11-19T18:22:00.000,1000396,138
2013-11-19T18:22:00.000,1000397,907
2013-11-19T18:22:00.000,1000398,306
2013-11-19T18:23:00.000,1000399,1221
2013-06-30T10:48:00.000,10004,1664
2013-07-24T09:18:00.000,100040,118
2013-11-19T18:23:00.000,1000400,319
2013-11-19T18:23:00.000,1000401,353
2013-11-19T18:23:00.000,1000403,417
2013-11-19T18:23:00.000,1000404,309
2013-11-19T18:23:00.000,1000405,1356
2013-11-19T18:18:00.000,1000409,380
2013-11-19T18:24:00.000,1000410,518
2013-11-19T18:24:00.000,1000411,272
2013-11-19T18:24:00.000,1000412,143
2013-11-19T18:24:00.000,1000413,739
2013-11-19T18:24:00.000,1000414,360
2013-11-19T18:25:00.000,1000415,963
2013-11-19T18:25:00.000,1000416,189
2013-11-19T18:25:00.000,1000417,828
2013-11-19T18:25:00.000,1000418,671
2013-11-19T18:25:00.000,1000419,620
2013-07-24T09:22:00.000,100042,395
2013-11-19T18:26:00.000,1000422,833
2013-11-19T18:26:00.000,1000423,209
2013-11-19T18:27:00.000,1000424,767
2013-11-19T18:27:00.000,1000425,1010
2013-11-19T18:27:00.000,1000426,906
2013-11-19T18:27:00.000,1000427,354
2013-11-19T18:27:00.000,1000428,476
2013-11-19T18:22:00.000,1000429,1290
2013-07-24T09:22:00.000,100043,616
2013-11-19T18:27:00.000,1000432,140
2013-11-19T18:27:00.000,1000434,317
2013-11-19T18:27:00.000,1000435,1038
2013-11-19T18:27:00.000,1000436,533
2013-11-19T18:27:00.000,1000437,203
2013-11-19T18:28:00.000,1000438,622
2013-11-19T18:28:00.000,1000439,624
2013-07-24T09:22:00.000,100044,1008
2013-11-19T18:28:00.000,1000440,623
2013-11-19T18:28:00.000,1000441,239
2013-11-19T18:28:00.000,1000443,240
2013-11-19T18:29:00.000,1000447,331
2013-07-24T09:22:00.000,100045,560
2013-11-19T18:29:00.000,1000450,310
2013-11-19T18:29:00.000,1000451,954
2013-11-19T18:22:00.000,1000453,504
2013-11-19T18:30:00.000,1000454,873
2013-11-19T18:30:00.000,1000455,1309
2013-11-19T18:30:00.000,1000456,1013
2013-11-19T18:30:00.000,1000458,621
2013-11-19T18:30:00.000,1000459,1649
2013-11-19T18:31:00.000,1000460,275
2013-11-19T18:31:00.000,1000461,899
2013-11-19T18:30:00.000,1000462,330
2013-11-19T18:31:00.000,1000463,490
2013-11-19T18:31:00.000,1000464,1221
2013-11-19T18:31:00.000,1000465,496
2013-11-19T18:31:00.000,1000467,768
2013-11-19T18:31:00.000,1000468,366
2013-11-19T18:32:00.000,1000473,315
2013-11-19T18:32:00.000,1000474,763
2013-11-19T18:33:00.000,1000476,663
2013-11-19T18:33:00.000,1000477,251
2013-11-19T18:33:00.000,1000479,224
2013-11-19T18:33:00.000,1000480,553
2013-11-19T18:33:00.000,1000481,208
2013-11-19T18:34:00.000,1000482,1043
2013-11-19T18:34:00.000,1000484,1011
2013-11-19T18:34:00.000,1000485,743
2013-11-19T18:35:00.000,1000486,266
2013-11-19T18:35:00.000,1000487,772
2013-11-19T18:35:00.000,1000489,351
2013-11-19T18:35:00.000,1000490,140
2013-11-19T18:35:00.000,1000491,181
2013-11-19T18:35:00.000,1000492,353
2013-11-19T18:36:00.000,1000494,688
2013-11-19T18:36:00.000,1000496,523
2013-11-19T18:36:00.000,1000499,501
2013-06-30T10:48:00.000,10005,1521
2013-11-19T18:37:00.000,1000501,521
2013-11-19T18:37:00.000,1000502,388
2013-11-19T18:37:00.000,1000503,734
2013-11-19T18:37:00.000,1000504,194
2013-11-19T18:37:00.000,1000506,1172
2013-11-19T18:37:00.000,1000510,222
2013-11-19T18:37:00.000,1000512,448
2013-11-19T18:38:00.000,1000513,255
2013-11-19T18:39:00.000,1000518,974
2013-11-19T18:39:00.000,1000521,376
2013-11-19T18:39:00.000,1000522,626
2013-11-19T18:39:00.000,1000523,2872
2013-11-19T18:39:00.000,1000524,374
2013-11-19T18:39:00.000,1000525,225
2013-11-19T18:39:00.000,1000527,238
2013-11-19T18:40:00.000,1000529,783
2013-11-19T18:40:00.000,1000530,344
2013-11-19T18:40:00.000,1000534,975
2013-11-19T18:40:00.000,1000535,1002
2013-11-19T18:41:00.000,1000537,851
2013-11-19T18:41:00.000,1000538,216
2013-11-19T18:41:00.000,1000539,324
2013-07-24T09:23:00.000,100054,2394
2013-11-19T18:41:00.000,1000540,603
2013-11-19T18:41:00.000,1000541,1329
2013-11-19T18:42:00.000,1000543,412
2013-11-19T18:42:00.000,1000544,375
2013-11-19T18:43:00.000,1000546,1004
2013-11-19T18:43:00.000,1000547,231
2013-11-19T18:43:00.000,1000548,511
2013-11-19T18:43:00.000,1000550,751
2013-11-19T18:43:00.000,1000551,1139
2013-11-19T18:43:00.000,1000552,452
2013-11-19T18:44:00.000,1000554,428
2013-11-19T18:44:00.000,1000555,1171
2013-11-19T18:44:00.000,1000557,1509
2013-11-19T18:44:00.000,1000558,506
2013-11-19T18:44:00.000,1000559,243
2013-11-19T18:45:00.000,1000560,549
2013-11-19T18:45:00.000,1000561,189
2013-11-19T18:46:00.000,1000564,7976
2013-11-19T18:47:00.000,1000565,364
2013-11-19T18:47:00.000,1000566,121
2013-11-19T18:47:00.000,1000569,620
2013-07-24T09:24:00.000,100057,865
2013-11-19T18:47:00.000,1000571,227
2013-11-19T18:48:00.000,1000572,348
2013-11-19T18:48:00.000,1000573,240
2013-11-19T18:48:00.000,1000575,271
2013-11-19T18:47:00.000,1000577,365
2013-11-19T18:48:00.000,1000578,445
2013-11-19T18:48:00.000,1000579,261
2013-07-24T09:24:00.000,100058,970
2013-11-19T18:48:00.000,1000580,618
2013-11-19T18:49:00.000,1000581,698
2013-11-19T18:49:00.000,1000582,394
2013-11-19T18:49:00.000,1000583,586
2013-11-19T18:49:00.000,1000584,487
2013-11-19T18:49:00.000,1000585,457
2013-11-19T18:49:00.000,1000586,551
2013-11-19T18:49:00.000,1000587,716
2013-11-19T18:49:00.000,1000589,329
2013-07-24T09:24:00.000,100059,488
2013-11-19T18:49:00.000,1000590,845
2013-11-19T18:49:00.000,1000591,628
2013-11-19T18:50:00.000,1000592,1325
2013-11-19T18:50:00.000,1000593,273
2013-11-19T18:50:00.000,1000594,793
2013-11-19T18:50:00.000,1000595,395
2013-11-19T18:51:00.000,1000597,231
2013-11-19T18:51:00.000,1000598,284
2013-11-19T18:51:00.000,1000599,637
2013-06-30T10:48:00.000,10006,1793
2013-11-19T18:51:00.000,1000600,125
2013-11-19T18:52:00.000,1000601,269
2013-11-19T18:52:00.000,1000602,1055
2013-11-19T18:52:00.000,1000605,355
2013-11-19T18:53:00.000,1000606,276
2013-11-19T18:53:00.000,1000608,589
2013-11-19T18:53:00.000,1000609,378
2013-11-19T18:54:00.000,1000610,1097
2013-11-19T18:54:00.000,1000611,233
2013-11-19T18:54:00.000,1000613,742
2013-11-19T18:54:00.000,1000614,623
2013-11-19T18:54:00.000,1000615,1475
2013-11-19T18:55:00.000,1000618,247
2013-07-24T09:25:00.000,100062,541
2013-11-19T18:55:00.000,1000620,110
2013-11-19T18:56:00.000,1000622,805
2013-11-19T18:56:00.000,1000626,219
2013-11-19T18:56:00.000,1000627,607
2013-11-19T18:57:00.000,1000629,208
2013-07-24T09:25:00.000,100063,539
2013-11-19T18:57:00.000,1000631,205
2013-11-19T18:58:00.000,1000633,700
2013-11-19T18:58:00.000,1000634,898
2013-11-19T18:59:00.000,1000636,672
2013-11-19T18:59:00.000,1000638,808
2013-11-19T18:59:00.000,1000639,729
2013-11-19T18:59:00.000,1000640,286
2013-11-19T18:59:00.000,1000641,870
2013-11-19T18:59:00.000,1000642,254
2013-11-19T18:59:00.000,1000644,1333
2013-11-19T18:59:00.000,1000645,578
2013-11-19T18:59:00.000,1000646,495
2013-11-19T18:59:00.000,1000648,367
2013-11-19T19:00:00.000,1000651,558
2013-11-19T19:00:00.000,1000652,1317
2013-11-19T19:00:00.000,1000655,549
2013-11-19T19:01:00.000,1000657,234
2013-11-19T19:00:00.000,1000658,511
2013-11-19T19:01:00.000,1000659,363
2013-11-19T19:01:00.000,1000661,356
2013-11-19T19:02:00.000,1000662,937
2013-11-19T19:01:00.000,1000664,171
2013-11-19T19:03:00.000,1000665,902
2013-11-19T19:03:00.000,1000666,473
2013-11-19T19:03:00.000,1000667,401
2013-11-19T19:03:00.000,1000668,167
2013-07-24T09:26:00.000,100067,599
2013-11-19T19:03:00.000,1000671,415
2013-11-19T19:03:00.000,1000672,1146
2013-11-19T19:04:00.000,1000673,433
2013-11-19T19:04:00.000,1000674,835
2013-11-19T19:05:00.000,1000676,236
2013-11-19T19:06:00.000,1000678,455
2013-11-19T19:06:00.000,1000679,1036
2013-07-24T09:27:00.000,100068,828
2013-11-19T19:07:00.000,1000681,287
2013-11-19T19:07:00.000,1000682,226
2013-11-19T19:07:00.000,1000683,572
2013-11-19T19:07:00.000,1000684,1894
2013-11-19T19:07:00.000,1000685,157
2013-11-19T19:05:00.000,1000686,433
2013-11-19T19:07:00.000,1000688,736
2013-11-19T19:04:00.000,1000689,248
2013-07-24T09:27:00.000,100069,221
2013-11-19T19:04:00.000,1000690,812
2013-11-19T19:08:00.000,1000691,112
2013-11-19T19:08:00.000,1000694,638
2013-11-19T19:08:00.000,1000695,796
2013-11-19T19:08:00.000,1000696,268
2013-11-19T19:09:00.000,1000697,833
2013-11-19T19:09:00.000,1000698,887
2013-11-19T19:09:00.000,1000699,787
2013-11-19T19:10:00.000,1000700,190
2013-11-19T19:10:00.000,1000701,197
2013-11-19T19:10:00.000,1000702,245
2013-11-19T19:11:00.000,1000703,705
2013-11-19T19:11:00.000,1000704,231
2013-11-19T19:12:00.000,1000705,497
2013-11-19T19:12:00.000,1000706,920
2013-11-19T19:12:00.000,1000707,891
2013-11-19T19:12:00.000,1000708,1358
2013-07-24T09:28:00.000,100071,1305
2013-11-19T19:12:00.000,1000710,564
2013-11-19T19:12:00.000,1000712,601
2013-11-19T19:12:00.000,1000713,467
2013-11-19T19:10:00.000,1000714,546
2013-11-19T19:13:00.000,1000716,885
2013-11-19T19:13:00.000,1000717,277
2013-11-19T19:13:00.000,1000718,264
2013-11-19T19:14:00.000,1000719,228
2013-11-19T19:14:00.000,1000720,1079
2013-11-19T19:15:00.000,1000721,880
2013-11-19T19:15:00.000,1000722,224
2013-11-19T19:15:00.000,1000723,679
2013-11-19T19:16:00.000,1000724,376
2013-11-19T19:16:00.000,1000725,1292
2013-11-19T19:16:00.000,1000726,729
2013-11-19T19:17:00.000,1000727,225
2013-11-19T19:17:00.000,1000728,184
2013-11-19T19:17:00.000,1000729,150
2013-07-24T09:28:00.000,100073,1293
2013-11-19T19:17:00.000,1000730,471
2013-11-19T19:18:00.000,1000731,1583
2013-11-19T19:18:00.000,1000732,605
2013-11-19T19:19:00.000,1000733,258
2013-11-19T19:19:00.000,1000734,616
2013-11-19T19:19:00.000,1000735,1390
2013-11-19T19:20:00.000,1000736,197
2013-11-19T19:21:00.000,1000737,735
2013-11-19T19:21:00.000,1000738,895
2013-11-19T19:21:00.000,1000739,810
2013-07-24T09:28:00.000,100074,633
2013-11-19T19:21:00.000,1000740,650
2013-11-19T19:22:00.000,1000741,533
2013-11-19T19:18:00.000,1000742,286
2013-11-19T19:22:00.000,1000744,303
2013-11-19T19:23:00.000,1000746,1032
2013-11-19T19:24:00.000,1000748,294
2013-11-19T19:24:00.000,1000749,1280
2013-07-24T09:28:00.000,100075,633
2013-11-19T19:24:00.000,1000750,290
2013-11-19T19:24:00.000,1000751,781
2013-11-19T19:21:00.000,1000752,253
2013-11-19T19:25:00.000,1000753,260
2013-11-19T19:25:00.000,1000754,783
2013-11-19T19:25:00.000,1000755,493
2013-11-19T19:25:00.000,1000756,630
2013-11-19T19:25:00.000,1000757,626
2013-11-19T19:25:00.000,1000758,364
2013-11-19T19:26:00.000,1000759,197
2013-11-19T19:26:00.000,1000760,1544
2013-11-19T19:27:00.000,1000761,1098
2013-11-19T19:27:00.000,1000762,805
